,geneID,gene_symbol,gene_name,gene_other_symbol,gene_synonyms
18640,57191,VN1R1,vomeronasal 1 receptor 1,"V1RL1, VNR19I1, ZVNH1, ZVNR1","vomeronasal type-1 receptor 1|G-protein coupled receptor GPCR24|V1R-like 1|V1r-like receptor 1|V3r-related gene protein|hGPCR24|vomeronasal olfactory receptor chromosome 19 subtype I member 1|vomeronasal olfactory receptor, (chromosome 19) subtype I, member 1"
18641,57192,MCOLN1,mucolipin 1,"MG-2, ML1, ML4, MLIV, MST080, MSTP080, TRP-ML1, TRPM-L1, TRPML1",mucolipin-1|mucolipidin|mucolipidosis type IV protein|transient receptor potential channel mucolipin 1
18642,57194,ATP10A,ATPase phospholipid transporting 10A (putative),"ATP10C, ATPVA, ATPVC","probable phospholipid-transporting ATPase VA|ATPase type IV, phospholipid transporting (P-type)|ATPase, Class V, type 10C|ATPase, class V, type 10A|P4-ATPase flippase complex alpha subunit ATP10A|aminophospholipid translocase VA|phospholipid-transporting ATPase VA"
18643,57198,ATP8B2,ATPase phospholipid transporting 8B2,ATPID,"phospholipid-transporting ATPase ID|36/8-9 fusion protein with epitope for anti-lectin antibody|ATPase, aminophospholipid transporter, class I, type 8B, member 2|ATPase, class I, type 8B, member 2|P4-ATPase flippase complex alpha subunit ATP8B2|probable phospholipid-transporting ATPase ID"
18644,647024,C6orf132,chromosome 6 open reading frame 132,bA7K24.2,uncharacterized protein C6orf132
18645,122740,OR4K14,olfactory receptor family 4 subfamily K member 14,"OR14-18, OR14-22",olfactory receptor 4K14|olfactory receptor OR14-18 pseudogene|olfactory receptor OR14-22
18646,57205,ATP10D,ATPase phospholipid transporting 10D (putative),ATPVD,"probable phospholipid-transporting ATPase VD|ATPase, class V, type 10D|P4-ATPase flippase complex alpha subunit ATP10D|type IV aminophospholipid transporting ATPase"
18647,57209,ZNF248,zinc finger protein 248,bA162G10.3,zinc finger protein 248|KRAB protein domain|Kruppel-type zinc finger protein|bA162G10.3 (zinc finger protein)
18648,57210,SLC45A4,solute carrier family 45 member 4,None,solute carrier family 45 member 4
18649,57211,ADGRG6,adhesion G protein-coupled receptor G6,"APG1, DREG, GPR126, LCCS9, PR126, PS1TP2, VIGR",adhesion G-protein coupled receptor G6|G-protein coupled receptor 126|HBV PreS1-transactivated protein 2|developmentally regulated G-protein-coupled receptor|vascular-inducible G protein-coupled receptor
18650,57212,TP73-AS1,TP73 antisense RNA 1,"KIAA0495, PDAM",TP73 antisense RNA 1 (non-protein coding)|p53-dependent apoptosis modulator
18651,57213,SPRYD7,SPRY domain containing 7,"C13orf1, CLLD6",SPRY domain-containing protein 7|CLL deletion region gene 6 protein|chronic lymphocytic leukemia deletion region gene 6 protein
18652,57214,CEMIP,cell migration inducing hyaluronidase 1,"CCSP1, HYBID, KIAA1199, TMEM2L","cell migration-inducing and hyaluronan-binding protein|cell migration inducing hyaluronan binding protein|cell migration inducing protein, hyaluronan binding|colon cancer secreted protein 1|hyaluronan-binding protein involved in hyaluronan depolymerization"
18653,57215,THAP11,THAP domain containing 11,"CTG-B43a, CTG-B45d, HRIHFB2206, RONIN",THAP domain-containing protein 11
18654,57216,VANGL2,VANGL planar cell polarity protein 2,"LPP1, LTAP, STB1, STBM, STBM1","vang-like protein 2|loop-tail protein 1 homolog|loop-tail-associated protein|strabismus 1|van Gogh-like protein 2|vang-like 2 (van gogh, Drosophila)"
18655,57217,TTC7A,tetratricopeptide repeat domain 7A,"GIDID, MINAT, TTC7",tetratricopeptide repeat protein 7A|TPR repeat protein 7A
18656,647042,GOLGA6L10,golgin A6 family-like 10,GOLGA6L18,"golgin subfamily A member 6-like protein 10|golgi autoantigen, golgin subfamily a, 6-like 10|golgin A6 family-like 18|putative golgin subfamily A member 6-like protein 10"
18657,253827,MSRB3,methionine sulfoxide reductase B3,DFNB74,"methionine-R-sulfoxide reductase B3|methionine-R-sulfoxide reductase B3, mitochondrial"
18658,57221,ARFGEF3,ARFGEF family member 3,"A7322, BIG3, C6orf92, KIAA1244, PPP1R33, dJ171N11.1","brefeldin A-inhibited guanine nucleotide-exchange protein 3|protein phosphatase 1, regulatory subunit 33"
18659,57222,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1,"AMCN, ERGIC-32, ERGIC32, NET24",endoplasmic reticulum-Golgi intermediate compartment protein 1|ER-Golgi intermediate compartment 32 kDa protein|endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1|endoplasmic reticulum-golgi intermediate compartment 32 kDa protein
18660,57223,PPP4R3B,protein phosphatase 4 regulatory subunit 3B,"FLFL2, PP4R3B, PSY2, SMEK2, smk1","serine/threonine-protein phosphatase 4 regulatory subunit 3B|SMEK homolog 2, suppressor of mek1"
18661,57224,NHSL1,NHS like 1,C6orf63,NHS-like protein 1
18662,253832,ZDHHC20,zinc finger DHHC-type containing 20,"4933421L13Rik, DHHC-20, DHHC20",palmitoyltransferase ZDHHC20|probable palmitoyltransferase ZDHHC20|zinc finger DHHC domain-containing protein 20
18663,57226,LYRM2,LYR motif containing 2,DJ122O8.2,LYR motif-containing protein 2
18664,57228,SMAGP,small cell adhesion glycoprotein,hSMAGP,small cell adhesion glycoprotein|small cell transmembrane and glycosylated protein|small trans-membrane and glycosylated protein|small transmembrane and glycosylated protein
18665,57231,SNX14,sorting nexin 14,"RGS-PX2, SCAR20",sorting nexin-14
18666,57232,ZNF630,zinc finger protein 630,dJ54B20.2,zinc finger protein 630|dJ54B20.2 (novel KRAB box containing C2H2 type zinc finger protein)
18667,122769,LRR1,leucine rich repeat protein 1,"4-1BBLRR, LRR-1, PPIL5",leucine-rich repeat protein 1|4-1BB-mediated signaling molecule|LRR-repeat protein 1|cyclophilin-like 5|peptidylprolyl isomerase (cyclophilin)-like 5|peptidylprolyl isomerase-like 5
18668,57234,LINC00869,long intergenic non-protein coding RNA 869,FAM91A2,"family with sequence similarity 91, member A2"
18669,122773,KLHDC1,kelch domain containing 1,MST025,kelch domain-containing protein 1
18670,100130717,HDHD5-AS1,HDHD5 antisense RNA 1,"CECR4, CECR5-AS1, NCRNA00017","CECR5 antisense RNA 1 (non-protein coding)|cat eye syndrome chromosome region, candidate 4 (non-protein coding)"
18671,100130721,RSL24D1P3,ribosomal L24 domain containing 1 pseudogene 3,None,None
18672,122786,FRMD6,FERM domain containing 6,"C14orf31, EX1, Willin, c14_5320",FERM domain-containing protein 6|4.1 ezrin radixin moesin (FERM)-containing protein|expanded homolog
18673,647081,SDHDP2,succinate dehydrogenase complex subunit D pseudogene 2,None,"succinate dehydrogenase complex, subunit D pseudogene|succinate dehydrogenase complex, subunit D, integral membrane protein pseudogene 2"
18674,253868,MIR1-1HG-AS1,MIR1-1HG antisense RNA 1,"C20orf166-AS1, C20orf200, NCRNA00335",C20orf166 antisense RNA 1 (non-protein coding)
18675,647087,STMP1,short transmembrane mitochondrial protein 1,"C7orf73, PL-5283",short transmembrane mitochondrial protein 1|uncharacterized protein C7orf73
18676,727800,RNF208,ring finger protein 208,None,RING finger protein 208
18677,100130742,LRRC69,leucine rich repeat containing 69,None,leucine-rich repeat-containing protein 69
18678,122809,SOCS4,suppressor of cytokine signaling 4,SOCS7,suppressor of cytokine signaling 4|SH2 domain containing SOCS box protein|SOCS-4|SOCS-7|suppressor of cytokine signaling 7
18679,57282,SLC4A10,solute carrier family 4 member 10,"NBCn2, NCBE","sodium-driven chloride bicarbonate exchanger|solute carrier family 4, sodium bicarbonate cotransporter-like, member 10|solute carrier family 4, sodium bicarbonate transporter, member 10"
18680,57291,DANCR,differentiation antagonizing non-protein coding RNA,"AGU2, ANCR, KIAA0114, SNHG13, lncRNA-ANCR",adipogenesis up-regulated transcript 2|anti-differentiation ncRNA|anti-differentiation noncoding RNA|small nucleolar RNA host gene 13 (non-protein coding)
18681,122830,NAA30,"N(alpha)-acetyltransferase 30, NatC catalytic subunit","C14orf35, MAK3, Mak3p, NAT12, NAT12P","N-alpha-acetyltransferase 30|N-acetyltransferase 12 (GCN5-related, putative)|N-acetyltransferase MAK3 homolog|natC catalytic subunit|putative N-acetyltransferase"
18682,647121,EMBP1,embigin pseudogene 1,None,embigin homolog pseudogene
18683,100130771,EFCAB10,EF-hand calcium binding domain 10,None,EF-hand calcium-binding domain-containing protein 10|EF-hand domain-containing protein
18684,57306,CUP2Q35,"Syndactyly, type I","C2DUPq35, SD1, SDTY1",None
18685,57309,SPG14,spastic paraplegia 14 (autosomal recessive),None,None
18686,57325,KAT14,lysine acetyltransferase 14,"ATAC2, CRP2BP, CSRP2BP, PRO1194, dJ717M23.1",cysteine-rich protein 2-binding protein|ADA2A-containing complex subunit 2|ATAC component 2 homolog|CRP2 binding partner|CRP2 binding protein|CSRP2-binding protein
18687,57326,PBXIP1,PBX homeobox interacting protein 1,HPIP,pre-B-cell leukemia transcription factor-interacting protein 1|hematopoietic PBX-interacting protein|pre-B-cell leukemia homeobox interacting protein 1
18688,253935,ANGPTL5,angiopoietin like 5,None,angiopoietin-related protein 5|angiopoietin-like protein 5
18689,57332,CBX8,chromobox 8,"PC3, RC1","chromobox protein homolog 8|Pc class 3 homolog|chromobox homolog 8 (Pc class homolog, Drosophila)|polycomb 3|rectachrome 1"
18690,57333,RCN3,reticulocalbin 3,RLP49,"reticulocalbin-3|EF-hand calcium-binding protein RLP49|reticulocabin|reticulocalbin 3, EF-hand calcium binding domain"
18691,57335,ZNF286A,zinc finger protein 286A,ZNF286,zinc finger protein 286A|zinc finger protein ZNF286
18692,253943,YTHDF3,YTH N6-methyladenosine RNA binding protein 3,None,"YTH domain-containing family protein 3|YTH N(6)-methyladenosine RNA binding protein 3|YTH domain family protein 3|YTH domain family, member 3"
18693,57336,ZNF287,zinc finger protein 287,"ZKSCAN13, ZSCAN45",zinc finger protein 287|zinc finger protein with KRAB and SCAN domains 13
18694,57338,JPH3,junctophilin 3,"CAGL237, HDL2, JP-3, JP3, TNRC22",junctophilin-3|junctophilin type 3|trinucleotide repeat containing 22
18695,57337,SENP7,SUMO specific peptidase 7,None,sentrin-specific protease 7|SUMO-1-specific protease 2|SUMO1/sentrin specific peptidase 7|sentrin/SUMO-specific protease SENP7
18696,57343,ZNF304,zinc finger protein 304,None,zinc finger protein 304|KRAB-containing zinc finger protein
18697,57348,TTYH1,tweety family member 1,None,protein tweety homolog 1|hTTY1|tweety homolog 1
18698,647174,SERPINE3,serpin family E member 3,None,"serpin E3|nexin-related serine protease inhibitor|serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3"
18699,253959,RALGAPA1,Ral GTPase activating protein catalytic alpha subunit 1,"GARNL1, GRIPE, RalGAPalpha1, TULIP1, p240","ral GTPase-activating protein subunit alpha-1|GAP-related interacting protein to E12|GTPase activating Rap/RanGAP domain-like 1|Ral GTPase activating protein, alpha subunit 1 (catalytic)|tuberin-like protein 1"
18700,57354,Cramp1l,cramped chromatin regulator homolog 1,"5830477H08Rik, AI256853, AI790734, Cramp1, Tce4, mKIAA1426","protein cramped-like|Crm, cramped-like|hematological and neurological expressed 1-like protein"
18701,284942,RPL23AP82,ribosomal protein L23a pseudogene 82,RPL23A_43_1761,None
18702,253970,SFTA3,surfactant associated 3,"NANCI, SFTPH, SP-H, SPH",surfactant-associated protein 3|NKX2.1 associated non-coding intergenic RNA|Nkx2.1-associated noncoding intergenic RNA|putative protein SFTA3|surfactant-associated protein H
18703,647190,RPS16P5,ribosomal protein S16 pseudogene 5,RPS16_3_702,None
18704,57369,GJD2,gap junction protein delta 2,"CX36, GJA9","gap junction delta-2 protein|connexin-36|gap junction alpha-9 protein|gap junction protein, delta 2, 36kDa"
18705,253980,KCTD13,potassium channel tetramerization domain containing 13,"BACURD1, FKSG86, PDIP1, POLDIP1, hBACURD1",BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1|BTB/POZ domain-containing protein KCTD13|CTD-2574D22.4|TNFAIP1-like protein|polymerase delta-interacting protein 1|potassium channel tetramerisation domain containing 13
18706,253982,ASPHD1,aspartate beta-hydroxylase domain containing 1,None,aspartate beta-hydroxylase domain-containing protein 1
18707,57379,AICDA,activation induced cytidine deaminase,"AID, ARP2, CDA2, HEL-S-284, HIGM2",single-stranded DNA cytosine deaminase|cytidine aminohydrolase|epididymis secretory protein Li 284|integrated into Burkitt's lymphoma cell line Ramos
18708,57380,MRS2,"MRS2, magnesium transporter","HPT, MRS2L","magnesium transporter MRS2 homolog, mitochondrial|MRS2-like protein|MRS2-like, magnesium homeostasis factor|putative magnesium transporter"
18709,57381,RHOJ,ras homolog family member J,"ARHJ, RASL7B, TC10B, TCL","rho-related GTP-binding protein RhoJ|RAS-like, family 7, member B|TC10-like Rho GTPase|ras homolog gene family, member J|ras-like protein family member 7B|tc10-like GTP-binding protein"
18710,647215,MROH3P,"maestro heat like repeat family member 3, pseudogene",C1orf81,None
18711,57393,CLTRN,"collectrin, amino acid transport regulator","NX-17, NX17, TMEM27",collectrin|kidney-specific membrane protein|transmembrane protein 27
18712,57396,CLK4,CDC like kinase 4,None,dual specificity protein kinase CLK4|protein serine threonine kinase Clk4
18713,57402,S100A14,S100 calcium binding protein A14,"BCMP84, S100A15",protein S100-A14|S114|breast cancer membrane protein 84
18714,57403,RAB22A,"RAB22A, member RAS oncogene family",None,ras-related protein Rab-22A|GTP-binding protein RAB22A|rab-22
18715,57404,CYP20A1,cytochrome P450 family 20 subfamily A member 1,CYP-M,"cytochrome P450 20A1|cytochrome P450 monooxygenase|cytochrome P450, family 20, subfamily A, polypeptide 1"
18716,254013,ETFBKMT,electron transfer flavoprotein subunit beta lysine methyltransferase,"C12orf72, ETFB-KMT, METTL20",electron transfer flavoprotein beta subunit lysine methyltransferase|ETFB lysine methyltransferase|methyltransferase like 20|methyltransferase-like protein 20|protein N-lysine methyltransferase METTL20
18717,57405,SPC25,"SPC25, NDC80 kinetochore complex component","AD024, SPBC25, hSpc25","kinetochore protein Spc25|2600017H08Rik|SPC25, NDC80 kinetochore complex component, homolog|spindle pole body component 25 homolog"
18718,57406,ABHD6,abhydrolase domain containing 6,None,monoacylglycerol lipase ABHD6|2-arachidonoylglycerol hydrolase|abhydrolase domain-containing protein 6|lipase protein
18719,57409,MIF4GD,MIF4G domain containing,"AD023, MIFD, SLIP1",MIF4G domain-containing protein|SLBP (stem loop binding protein)-interacting protein 1|SLBP-interacting protein 1
18720,57410,SCYL1,SCY1 like pseudokinase 1,"GKLP, HT019, NKTL, NTKL, P105, SCAR21, TAPK, TEIF, TRAP","N-terminal kinase-like protein|SCY1-like protein 1|SCY1-like, kinase-like 1|coated vesicle-associated kinase of 90 kDa|likely ortholog of mouse N-terminal kinase-like protein|telomerase regulation-associated protein|telomerase transcriptional elements-interacting factor|teratoma-associated tyrosine kinase"
18721,122945,NOXRED1,NADP dependent oxidoreductase domain containing 1,C14orf148,NADP-dependent oxidoreductase domain-containing protein 1|pyrroline-5-carboxylate reductase-like protein C14orf148
18722,57412,AS3MT,arsenite methyltransferase,CYT19,arsenite methyltransferase|S-adenosyl-L-methionine:arsenic(III) methyltransferase|S-adenosylmethionine:arsenic (III) methyltransferase|arsenic (+3 oxidation state) methyltransferase|methylarsonite methyltransferase|methyltransferase cyt19
18723,57414,RHBDD2,rhomboid domain containing 2,"NPD007, RHBDL7","rhomboid domain-containing protein 2|rhomboid, veinlet-like 7"
18724,57415,C3orf14,chromosome 3 open reading frame 14,HT021,uncharacterized protein C3orf14
18725,122953,JDP2,Jun dimerization protein 2,JUNDM2,jun dimerization protein 2|progesterone receptor co-activator
18726,100130890,TSTD3,thiosulfate sulfurtransferase (rhodanese)-like domain containing 3,None,thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3|rhodanese domain-containing protein 3
18727,57419,SLC24A3,solute carrier family 24 member 3,NCKX3,"sodium/potassium/calcium exchanger 3|Na(+)/K(+)/Ca(2+)-exchange protein 3|sodium calcium exchanger|solute carrier family 24 (sodium/potassium/calcium exchanger), member 3"
18728,57418,WDR18,WD repeat domain 18,"Ipi3, R32184_1",WD repeat-containing protein 18|Involved in Processing ITS2 3 homolog
18729,100130889,PSORS1C3,psoriasis susceptibility 1 candidate 3,NCRNA00196,psoriasis susceptibility 1 candidate 3 (non-protein coding)
18730,57423,Atp5j2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2",1110019H14Rik,"ATP synthase subunit f, mitochondrial|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f|hypothetical protein, clone:2-31"
18731,122961,ISCA2,iron-sulfur cluster assembly 2,"HBLD1, ISA2, MMDS4, c14_5557","iron-sulfur cluster assembly 2 homolog, mitochondrial|HESB-like domain-containing protein 1"
18732,122970,ACOT4,acyl-CoA thioesterase 4,"PTE-Ib, PTE1B, PTE2B",acyl-coenzyme A thioesterase 4|PTE-2b|peroxisomal acyl coenzyme A thioester hydrolase Ib|peroxisomal acyl-CoA thioesterase 2B|peroxisomal long-chain acyl-CoA thioesterase Ib
18733,254042,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial","MAP 1D, MAP1D, MetAP 1D, Metap1l","methionine aminopeptidase 1D, mitochondrial|CDS of metAP-3 within PCR fragment|metAP 1D|peptidase M 1D"
18734,254048,UBN2,ubinuclein 2,None,ubinuclein-2
18735,254050,LRRC43,leucine rich repeat containing 43,None,leucine-rich repeat-containing protein 43
18736,57446,NDRG3,NDRG family member 3,None,protein NDRG3|N-myc downstream-regulated gene 3 protein
